temperature_C,pressure_bar,vibration_mm_s,flow_rate_m3_h,runtime_hrs,sensor_drift_index,failure_next_24h
931.74,7.55,2.4,1103.76,1066,0.115,0
911.51,6.43,3.33,1145.92,1306,0.172,0
1014.51,7.38,3.53,1232.48,1728,0.715,1
994.26,6.33,1.77,1147.99,910,0.252,0
907.08,7.15,3.08,1027.16,281,0.217,0
1024.25,8.15,3.89,1170.02,1743,0.673,1
1023.03,7.63,4.12,1104.56,1931,0.66,1
926.81,6.69,2.56,1208.93,764,0.279,0
941.0,6.29,2.49,1101.93,1683,0.258,0
1021.93,7.2,4.74,1137.33,1756,0.633,1
930.52,6.51,2.99,1262.19,1163,0.129,0
918.94,6.31,3.2,1105.24,676,0.131,0
1023.1,7.54,4.15,1250.13,1712,0.633,1
996.85,5.78,2.72,1058.81,113,0.423,0
1023.1,6.6,4.17,1022.91,1937,0.65,1
1020.37,7.28,3.73,1266.84,1762,0.765,1
1018.58,7.24,4.44,1055.85,1777,0.658,1
1038.23,7.71,3.52,1044.63,1624,0.738,1
1012.99,6.24,2.35,1164.19,1458,0.175,0
991.98,6.07,3.05,1032.15,538,0.255,0
964.99,5.98,1.89,1025.82,528,0.176,0
914.37,5.3,3.27,1231.62,808,0.133,0
1001.73,7.32,4.99,1167.97,1684,0.584,1
890.05,6.21,2.46,1130.51,1466,0.177,0
1030.41,7.83,4.04,922.12,1701,0.634,1
907.84,7.1,2.05,1223.77,1194,0.274,0
922.87,5.97,1.94,1084.8,907,0.175,0
917.45,6.26,1.54,1286.29,103,0.207,0
1014.89,8.03,4.28,1072.46,1933,0.818,1
956.76,6.84,2.3,932.05,1573,0.319,0
1004.36,7.59,3.7,1197.94,1612,0.658,1
931.23,6.13,3.18,922.81,345,0.162,0
1002.13,7.48,4.02,1155.97,1995,0.643,1
976.49,7.22,1.93,1238.31,1776,0.267,0
970.18,7.2,3.6,1103.23,474,0.172,0
935.38,7.79,3.24,1050.08,611,0.193,0
919.27,6.67,0.83,943.98,1721,0.203,0
1019.36,7.56,4.24,1261.05,1697,0.804,1
940.61,5.99,1.75,1148.68,1376,0.354,0
999.56,8.01,3.97,1103.52,1950,0.795,1
1010.5,7.69,4.8,1154.9,1898,0.755,1
1026.88,7.61,4.3,1110.44,1667,0.768,1
958.3,6.0,2.74,1210.5,133,0.405,0
1031.97,7.4,4.37,1157.08,1865,0.643,1
1032.72,7.4,4.28,1023.43,1995,0.621,1
971.98,7.12,2.97,1088.63,604,0.333,0
998.74,6.74,2.05,1089.08,858,0.222,0
935.63,6.36,2.24,1072.68,102,0.195,0
928.45,6.84,1.68,1160.92,1362,0.0,0
970.8,5.5,2.91,1238.45,1109,0.211,0
942.96,6.0,1.29,1032.39,678,0.124,0
955.76,6.47,2.44,1113.73,284,0.106,0
947.52,6.41,1.68,1116.55,1760,0.211,0
1018.49,7.69,4.08,1135.38,1612,0.679,1
1013.9,7.13,2.84,894.06,1621,0.632,1
966.57,5.63,2.77,1090.24,1503,0.309,0
968.46,6.35,2.51,1107.13,756,0.15,0
1025.21,7.96,2.79,1063.05,1873,0.718,1
970.96,5.97,2.56,1092.17,1228,0.23,0
1033.97,7.81,3.98,1154.37,1987,0.726,1
1034.59,7.46,4.02,1025.13,1669,0.938,1
991.65,6.08,2.41,1065.01,413,0.079,0
1020.1,7.24,3.1,1106.4,1690,0.674,1
955.44,6.55,2.0,1167.94,1706,0.176,0
1023.3,7.05,3.33,1245.42,1829,0.762,1
964.46,6.09,2.31,1188.99,143,0.328,0
1024.22,7.41,4.03,1089.78,1618,0.77,1
929.23,4.91,1.84,1107.49,1689,0.315,0
1030.17,7.39,3.45,1136.97,1818,0.516,1
1036.36,7.9,3.55,1163.82,1935,0.716,1
947.35,6.19,2.67,1010.62,1339,0.378,0
993.61,6.25,1.65,1046.65,101,0.242,0
981.41,6.16,1.95,1298.57,1034,0.0,0
914.12,6.55,2.21,1222.38,6,0.205,0
1031.09,7.47,3.68,1092.13,1906,0.764,1
1036.2,7.49,4.54,1196.37,1649,0.715,1
1028.76,7.17,4.41,1131.36,1891,0.55,1
1020.49,8.43,4.22,1142.73,1769,0.474,1
949.12,5.83,3.06,1179.33,1520,0.004,0
1026.56,7.11,4.36,1149.97,1885,0.942,1
1019.82,7.15,4.48,1078.05,1642,0.746,1
1035.29,7.93,4.5,1090.23,1890,0.882,1
1020.11,7.6,4.49,1222.2,1921,0.713,1
922.42,6.52,1.94,947.68,1000,0.181,0
1016.4,7.44,3.64,1215.15,1932,0.815,1
957.18,6.36,2.52,1182.91,1048,0.06,0
997.42,6.9,1.26,1326.9,446,0.108,0
946.56,7.64,3.12,1046.7,307,0.316,0
1020.35,7.29,3.63,1327.06,1815,0.6,1
989.51,7.24,3.46,1240.43,591,0.125,0
1021.73,7.63,3.84,1245.88,1856,0.802,1
1015.67,7.34,3.41,934.78,1920,0.578,1
995.49,6.77,3.62,1047.75,1713,0.267,0
995.89,6.18,2.82,1090.27,390,0.352,0
1023.14,7.54,4.12,1171.32,1677,0.963,1
956.42,7.64,2.03,1161.81,741,0.1,0
966.24,6.38,2.15,1086.62,1289,0.317,0
987.41,6.45,1.74,1268.08,1606,0.17,0
1005.65,7.71,4.05,1166.34,1820,0.744,1
1021.42,7.38,4.47,1207.27,1842,0.791,1
940.59,6.19,1.79,1008.44,1925,0.299,0
1034.62,7.31,4.16,1073.76,1921,0.585,1
955.29,7.01,1.77,1182.61,1722,0.051,0
958.14,6.82,2.71,1035.78,1222,0.224,0
949.01,6.13,1.56,1131.88,906,0.314,0
1028.97,5.52,0.83,1204.67,945,0.067,0
984.07,5.91,2.59,1007.57,1783,0.334,0
969.36,5.61,2.11,1186.88,885,0.217,0
1021.09,8.13,3.69,1264.86,1634,0.608,1
916.2,5.92,2.31,1133.66,805,0.099,0
969.55,6.83,2.18,1166.33,301,0.302,0
934.6,6.76,2.39,1148.92,1144,0.035,0
1024.63,6.95,4.78,1117.04,1975,0.752,1
885.93,6.4,2.47,884.64,921,0.094,0
1026.99,7.97,4.46,1134.5,1739,0.722,1
942.96,6.79,2.0,1050.01,1940,0.438,0
961.02,6.88,2.15,977.72,1295,0.192,0
1044.49,7.74,3.84,1156.37,1992,0.76,1
1000.52,6.6,3.04,1112.35,1547,0.351,0
955.54,5.82,1.21,1014.06,204,0.354,0
964.21,7.15,1.88,978.18,1763,0.351,0
1002.44,7.38,3.88,1210.44,1909,0.855,1
987.15,6.74,3.37,1065.97,901,0.294,0
953.16,6.7,2.61,1016.38,232,0.157,0
1016.1,8.14,3.84,1287.74,1970,0.814,1
995.64,7.05,-0.02,1117.78,522,0.011,0
930.61,5.19,3.9,1013.56,1657,0.0,0
901.17,6.4,2.26,981.11,1628,0.39,0
1037.22,7.06,4.23,1074.27,1752,0.567,1
1030.86,7.74,3.78,1060.33,1664,0.87,1
959.7,6.75,2.56,1056.52,1534,0.217,0
1014.83,7.78,3.96,1055.48,1868,0.736,1
929.93,5.31,2.82,1196.06,370,0.421,0
1021.17,7.89,3.93,912.78,1841,0.822,1
917.97,6.52,2.86,999.97,1207,0.174,0
1014.35,7.72,3.87,1045.04,1727,0.754,1
946.79,7.04,1.67,1178.14,374,0.397,0
948.12,6.02,2.92,1135.64,1438,0.072,0
935.67,6.8,1.68,1068.82,631,0.331,0
984.07,6.28,3.17,1016.69,1221,0.064,0
957.68,6.27,3.07,1141.85,1637,0.175,0
972.77,5.73,2.16,1276.99,1572,0.132,0
961.66,6.75,0.43,1000.14,1623,0.322,0
986.71,6.7,2.94,1146.43,1789,0.034,0
944.56,6.04,2.81,933.84,1689,0.183,0
969.68,6.0,2.04,1283.07,213,0.249,0
980.19,6.48,2.14,971.05,1624,0.186,0
998.41,7.54,3.8,1123.33,1946,0.622,1
1020.8,7.68,4.34,1137.34,1759,0.472,1
965.41,6.92,2.59,915.71,1978,0.194,0
945.47,5.82,2.24,1073.82,1461,0.078,0
938.24,6.52,3.4,1125.2,766,0.052,0
1012.32,7.59,4.18,1126.87,1960,0.644,1
941.63,6.44,2.87,1052.45,1407,0.0,0
1026.25,7.61,3.9,1156.82,1675,0.924,1
931.99,6.71,4.03,1250.19,1248,0.278,0
984.82,6.65,2.36,1143.37,49,0.124,0
983.1,6.42,2.82,1093.38,1001,0.257,0
1027.1,8.26,4.65,1094.04,1623,0.709,1
1028.62,7.91,3.8,1222.02,1787,0.561,1
943.37,5.83,3.07,975.04,73,0.243,0
957.61,6.5,0.95,1168.68,729,0.186,0
937.12,5.95,2.34,1138.99,805,0.292,0
1020.62,7.68,4.85,1232.78,1785,0.588,1
902.21,5.31,3.02,1066.54,1770,0.124,0
1008.05,7.39,3.73,1076.25,1858,0.698,1
1011.54,8.4,4.2,1173.72,1730,0.828,1
1011.67,7.78,4.67,1319.16,1692,0.858,1
1027.61,7.26,4.35,1098.29,1759,0.626,1
923.95,6.47,3.16,1143.01,1973,0.079,0
975.64,6.1,1.68,1031.0,1207,0.367,0
1025.13,7.52,3.93,1114.22,1933,0.591,1
960.43,7.15,1.47,1287.01,1791,0.093,0
913.66,6.65,3.24,1090.57,1982,0.141,0
942.62,6.0,3.53,1255.64,983,0.112,0
1030.31,7.5,3.97,1202.41,1683,0.556,1
1034.22,7.54,4.04,1195.02,1758,0.634,1
1016.51,7.31,4.61,1205.61,1773,0.712,1
899.21,6.5,3.33,1092.21,380,0.231,0
1013.08,7.49,3.43,940.76,1938,0.823,1
996.53,6.92,1.6,1273.4,193,0.238,0
966.5,6.29,2.3,1123.36,1660,0.174,0
968.99,6.4,3.13,1305.41,612,0.16,0
1032.41,7.54,4.13,1154.95,1987,0.769,1
955.9,6.52,2.85,1168.85,83,0.214,0
982.0,6.1,1.63,1063.68,1825,0.215,0
1032.61,7.45,3.39,1147.2,1660,0.65,1
968.24,6.46,1.74,1231.6,175,0.182,0
999.84,6.07,2.12,1059.07,1967,0.288,0
1018.73,6.74,2.46,1083.12,1900,0.141,0
1026.57,7.71,3.16,1129.45,1664,0.5,1
961.52,6.57,1.17,924.18,704,0.179,0
960.13,5.58,2.3,1056.96,1073,0.282,0
1010.22,7.74,4.39,1058.06,1854,0.57,1
1014.94,7.64,3.85,1122.04,1703,0.465,1
970.24,6.15,2.1,1233.45,1694,0.15,0
998.23,7.47,4.21,1091.1,1846,0.571,1
962.82,6.74,2.27,1036.91,691,0.214,0
1021.48,7.48,3.51,1098.79,1924,0.608,1
1005.4,6.29,1.24,1080.7,531,0.039,0
912.17,6.8,2.1,1019.35,781,0.134,0
1028.23,7.54,4.32,980.46,1613,0.625,1
1034.99,7.6,3.18,1257.38,1746,0.654,1
1018.17,7.31,4.57,1138.35,1608,0.741,1
1020.62,7.5,4.26,1032.77,1667,0.672,1
920.85,6.02,2.6,1249.85,244,0.081,0
955.81,6.29,1.81,1181.53,453,0.123,0
1016.84,7.5,4.42,1157.14,1844,0.778,1
957.3,5.86,2.99,1230.06,1545,0.139,0
907.78,7.3,3.39,1174.98,471,0.107,0
1012.66,7.75,4.41,1139.75,1765,0.669,1
969.01,6.5,2.36,893.86,690,0.247,0
1022.76,7.36,4.16,1224.23,1843,0.706,1
1023.52,7.24,3.3,1289.35,1853,0.607,1
1023.01,7.43,4.02,1162.47,1964,0.609,1
911.2,6.89,1.94,1087.89,1873,0.381,0
924.82,6.22,2.55,1081.65,43,0.371,0
1011.14,7.53,3.84,1159.77,1946,0.748,1
927.96,6.22,2.11,1138.86,451,0.127,0
933.44,6.7,2.31,999.19,740,0.166,0
957.15,6.36,1.93,1092.7,89,0.254,0
1017.63,7.46,3.92,1249.67,1673,0.675,1
944.27,6.91,2.51,1197.05,35,0.178,0
861.79,6.46,2.95,1081.8,1621,0.261,0
948.84,6.65,1.43,1112.44,900,0.092,0
994.34,7.57,4.3,1251.34,1672,0.496,1
1029.31,7.06,4.53,1107.63,1699,0.878,1
909.45,6.66,1.96,1114.34,1721,0.135,0
955.6,6.77,4.29,1046.12,565,0.175,0
1033.6,7.56,3.61,1190.84,1915,0.756,1
938.45,6.15,3.21,987.14,1668,0.208,0
1025.77,7.21,4.66,1072.55,1664,0.856,1
914.26,7.16,2.56,1239.78,672,0.245,0
979.56,6.7,2.59,1016.76,1156,0.277,0
991.25,6.97,2.14,1033.5,1024,0.188,0
1018.11,7.56,4.48,1129.51,1780,0.667,1
951.8,6.47,0.83,1155.46,1497,0.139,0
1030.68,7.29,4.25,1160.8,1924,0.586,1
936.43,6.75,2.72,1267.43,1929,0.185,0
917.11,6.69,2.91,983.07,855,0.189,0
996.26,6.93,1.76,1029.42,1712,0.236,0
967.38,6.09,2.96,1026.92,1539,0.02,0
1020.12,6.98,3.73,1127.97,1851,0.629,1
1025.36,7.14,4.6,1017.44,1679,0.721,1
928.61,7.1,2.0,1040.81,331,0.202,0
957.16,6.54,1.18,961.82,990,0.153,0
964.47,6.33,3.87,1133.4,993,0.094,0
882.85,5.3,0.99,1108.33,1948,0.353,0
1031.35,7.64,3.55,1186.47,1603,0.665,1
964.43,7.1,1.49,1202.71,1426,0.348,0
1012.01,7.25,5.34,1144.28,1796,0.662,1
985.67,6.44,3.65,1040.53,245,0.254,0
974.32,6.09,2.6,966.3,1287,0.318,0
950.64,7.25,2.32,1077.43,1188,0.322,0
1019.37,7.68,4.12,1051.14,1642,0.724,1
1019.56,7.58,3.84,1229.93,1999,0.485,1
955.59,5.87,2.54,932.89,1097,0.0,0
968.35,6.11,3.1,1066.48,335,0.226,0
915.75,5.91,3.72,1003.79,1813,0.247,0
1013.97,7.27,3.5,1190.67,1960,0.662,1
897.18,6.64,1.76,1050.91,805,0.145,0
959.34,6.65,3.3,1136.84,1472,0.209,0
1013.27,7.8,3.56,1116.98,1858,0.871,1
1025.17,7.7,4.22,994.66,1648,0.521,1
935.21,5.26,3.53,1133.65,380,0.271,0
941.55,6.74,2.19,1034.69,1847,0.126,0
1034.47,7.42,5.12,1060.84,1951,0.626,1
944.96,7.18,2.02,997.63,51,0.071,0
948.63,6.46,2.42,1163.26,1685,0.092,0
1013.72,7.51,3.74,1230.37,1918,0.681,1
953.17,6.18,1.86,962.49,110,0.113,0
1024.74,7.23,3.7,1173.87,1676,0.709,1
1026.52,7.52,2.81,1136.14,1963,0.737,1
1018.35,7.32,4.63,1217.03,1898,0.599,1
976.69,6.44,1.46,1100.18,1578,0.116,0
1013.68,7.28,3.89,1234.84,1798,0.775,1
1015.0,7.74,5.2,1202.51,1912,0.779,1
942.21,6.01,1.9,1126.45,219,0.0,0
1014.44,7.45,4.03,1138.71,1773,0.67,1
918.23,6.12,2.69,1064.09,466,0.149,0
1024.17,7.58,4.86,1138.57,1777,0.704,1
1014.88,7.18,4.14,1076.18,1708,0.678,1
1013.04,7.88,4.28,1274.88,1729,0.732,1
936.5,7.34,2.9,1031.03,734,0.11,0
949.27,6.21,1.94,1109.54,338,0.076,0
1022.56,7.46,3.17,1156.21,1662,0.775,1
931.82,7.48,2.27,1101.51,1875,0.291,0
1023.44,7.81,4.12,1195.73,1671,0.758,1
969.06,6.58,3.98,966.81,615,0.248,0
1040.97,7.34,4.0,1089.75,1979,0.793,1
935.75,6.62,2.08,1187.17,811,0.172,0
1040.09,7.54,4.37,1244.21,1860,0.672,1
993.45,6.87,2.36,931.86,54,0.098,0
1016.83,7.43,3.6,1109.27,1938,0.843,1
1023.1,7.4,3.47,1103.51,1973,0.64,1
1007.42,7.51,4.55,1106.13,1702,0.649,1
927.37,7.4,2.94,827.75,300,0.222,0
917.31,6.88,2.68,1150.99,106,0.149,0
1028.27,7.65,3.11,1065.14,1793,0.735,1
904.5,5.9,3.0,1002.45,1761,0.278,0
1024.11,7.65,3.51,1194.83,1924,0.639,1
931.32,6.36,2.28,1189.17,1840,0.163,0
923.31,6.03,1.88,990.13,222,0.111,0
943.11,5.71,4.07,1042.81,1041,0.251,0
1025.18,7.74,3.23,1206.99,1908,0.558,1
943.6,6.43,2.0,1066.81,258,0.335,0
965.43,7.52,2.63,1235.58,1889,0.07,0
1016.59,7.67,3.43,1138.52,1951,0.921,1
1012.5,7.78,3.83,1091.4,1778,0.6,1
960.49,6.29,2.85,1048.7,1770,0.247,0
1022.65,7.58,4.15,1337.11,1951,0.612,1
952.56,5.75,3.06,1217.72,1573,0.19,0
929.21,5.96,2.98,1000.51,175,0.257,0
910.22,5.38,1.85,1197.58,1983,0.2,0
1017.83,7.72,4.58,1214.84,1611,0.626,1
1036.88,7.62,3.6,1156.84,1942,0.718,1
968.72,5.95,3.47,1122.53,160,0.011,0
984.48,6.61,1.01,1114.85,876,0.219,0
901.78,6.45,2.49,1124.89,1409,0.157,0
968.18,6.65,1.69,1019.1,512,0.224,0
1017.87,7.56,3.71,1265.77,1849,0.745,1
927.58,7.36,1.71,1161.16,475,0.218,0
937.79,6.59,3.63,1116.34,683,0.308,0
954.4,5.54,2.38,1122.63,1014,0.199,0
955.5,6.02,2.55,1222.18,909,0.118,0
994.45,6.2,2.72,969.95,1451,0.283,0
